source,destination,fare,seats,rating,collection_date,journey_date,operator
manglore,banglore,719,28,4.2,2026-06-03,2026-06-08,Ashwini Tours
manglore,banglore,900,22,3.9,2026-06-03,2026-06-08,Ideal Travels
manglore,banglore,1071,26,4.4,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,663,25,4.0,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,1100,25,4.6,2026-06-03,2026-06-08,Cauvery Travels
manglore,banglore,1300,11,4.9,2026-06-03,2026-06-08,Sri Sai Tourist
manglore,banglore,800,30,3.5,2026-06-03,2026-06-08,MRC Travels(mrcr)
manglore,banglore,707,34,3.8,2026-06-03,2026-06-08,Sri Durgamba Travels
manglore,banglore,2000,32,4.6,2026-06-03,2026-06-08,Soumya Travels(somy)
manglore,banglore,1290,30,4.6,2026-06-03,2026-06-08,Shree Sannidhi Travels
manglore,banglore,765,29,4.5,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,949,26,3.9,2026-06-03,2026-06-08,NWAY Holidays
manglore,banglore,800,13,4.2,2026-06-03,2026-06-08,VRL Travels
manglore,banglore,765,20,4.5,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,1099,36,4.1,2026-06-03,2026-06-08,Go Tour Travels and Holidays
manglore,banglore,900,19,4.0,2026-06-03,2026-06-08,Sri Nandi Motors
manglore,banglore,985,23,4.0,2026-06-03,2026-06-08,Sagar Transport
manglore,banglore,663,22,3.8,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,800,20,3.8,2026-06-03,2026-06-08,Pragathi Bus
manglore,banglore,1200,22,4.3,2026-06-03,2026-06-08,Sai Durga Transport
manglore,banglore,1387,34,4.4,2026-06-03,2026-06-08,Go Tour Travels and Holidays
manglore,banglore,1199,20,4.0,2026-06-03,2026-06-08,Intercity travels
manglore,banglore,1199,34,4.7,2026-06-03,2026-06-08,EvoBUS
manglore,banglore,700,25,4.1,2026-06-03,2026-06-08,Kiara Travels
manglore,banglore,1071,30,4.1,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,1000,17,3.8,2026-06-03,2026-06-08,Sri Nandi Motors
manglore,banglore,1300,27,3.9,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,663,33,4.1,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,800,25,3.6,2026-06-03,2026-06-08,Durgamba Motors
manglore,banglore,1200,22,3.7,2026-06-03,2026-06-08,SMS Travels
manglore,banglore,663,24,4.0,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,663,24,4.0,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,765,29,4.0,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,905,30,3.1,2026-06-03,2026-06-08,SRS Travels(srsr)
manglore,banglore,800,22,3.5,2026-06-03,2026-06-08,Durgamba Motors
manglore,banglore,1560,23,3.2,2026-06-03,2026-06-08,MMK Travels
manglore,banglore,1199,36,4.2,2026-06-03,2026-06-08,Arjuna Travels(aujn)
manglore,banglore,820,20,3.4,2026-06-03,2026-06-08,Durgamba Motors
manglore,banglore,1400,24,3.9,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,473,24,3.0,2026-06-03,2026-06-08,GreenCell Express Pvt. Ltd.
manglore,banglore,900,29,4.8,2026-06-03,2026-06-08,Ideal Travels
manglore,banglore,1599,34,3.4,2026-06-03,2026-06-08,Arjuna Travels(aujn)
manglore,banglore,765,27,3.8,2026-06-03,2026-06-08,Sugama  Tourists
manglore,banglore,1299,31,4.5,2026-06-03,2026-06-08,HYBUS
manglore,banglore,800,24,3.5,2026-06-03,2026-06-08,Glide Tourists
manglore,banglore,1100,10,3.9,2026-06-03,2026-06-08,VRL Travels
manglore,banglore,900,29,3.7,2026-06-03,2026-06-08,Ideal Travels
manglore,banglore,707,23,3.7,2026-06-03,2026-06-08,Sri Durgamba Travels
manglore,banglore,1100,28,4.3,2026-06-03,2026-06-08,Reshma Tourists
manglore,banglore,600,31,2.8,2026-06-03,2026-06-08,Durgamba Motors
manglore,banglore,1499,16,4.0,2026-06-03,2026-06-08,Green Line Travels and Holidays Premium Business Class
manglore,banglore,707,35,3.0,2026-06-03,2026-06-08,Sri Durgamba Travels
manglore,banglore,1100,24,3.6,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,707,34,3.3,2026-06-03,2026-06-08,Sri Durgamba Travels
manglore,banglore,1000,23,3.4,2026-06-03,2026-06-08,Seabird Tourists
manglore,banglore,700,22,3.7,2026-06-03,2026-06-08,Pragathi Bus
manglore,banglore,1100,24,3.5,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,1499,24,3.7,2026-06-03,2026-06-08,Sunrise Tours and Travels
manglore,banglore,1399,23,3.1,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,2000,30,4.4,2026-06-03,2026-06-08,Sri Brahmi Tours and Travels
manglore,banglore,1000,22,3.2,2026-06-03,2026-06-08,Bhagavathi Tourist
manglore,banglore,900,23,3.7,2026-06-03,2026-06-08,Reshma Tourists
manglore,banglore,500,17,2.1,2026-06-03,2026-06-08,Ayyappa Travels
manglore,banglore,999,29,3.4,2026-06-03,2026-06-08,Bharathi Travels
manglore,banglore,999,26,3.4,2026-06-03,2026-06-08,Bharathi Travels
manglore,banglore,900,24,3.6,2026-06-03,2026-06-08,MRC Travels(mrcr)
manglore,banglore,800,22,2.9,2026-06-03,2026-06-08,Durgamba Motors
manglore,banglore,800,19,2.9,2026-06-03,2026-06-08,Durgamba Motors
manglore,banglore,799,28,3.4,2026-06-03,2026-06-08,SRI SUGAM TRAVELS
manglore,banglore,1300,30,3.2,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,850,23,3.5,2026-06-03,2026-06-08,Pragathi Bus
manglore,banglore,899,27,3.2,2026-06-03,2026-06-08,Bharathi Travels
manglore,banglore,700,13,3.4,2026-06-03,2026-06-08,VRL Travels
manglore,banglore,1500,10,3.5,2026-06-03,2026-06-08,Sri Sai Logistics
manglore,banglore,1500,11,3.5,2026-06-03,2026-06-08,Sri Sai Logistics
manglore,banglore,900,32,3.5,2026-06-03,2026-06-08,VRL Travels
manglore,banglore,810,29,2.8,2026-06-03,2026-06-08,ANAND TRAVELS(amds)
manglore,banglore,1099,26,4.1,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,2000,6,3.4,2026-06-03,2026-06-08,Bharath Motors
manglore,banglore,800,28,4.0,2026-06-03,2026-06-08,Sri Maheshwari Travels
manglore,banglore,1459,13,3.6,2026-06-03,2026-06-08,Dhriti Travels
manglore,banglore,1549,16,3.6,2026-06-03,2026-06-08,Dhriti Travels
manglore,banglore,800,24,3.1,2026-06-03,2026-06-08,Sarah Travels (srah)
manglore,banglore,1549,19,2.7,2026-06-03,2026-06-08,Dhriti Travels
manglore,banglore,850,30,4.7,2026-06-03,2026-06-08,HYBUS
manglore,banglore,1299,31,4.5,2026-06-03,2026-06-08,HYBUS
manglore,banglore,2500,10,3.8,2026-06-03,2026-06-08,Sri Sai Logistics
manglore,banglore,2500,20,3.8,2026-06-03,2026-06-08,Sri Sai Logistics
manglore,banglore,700,21,2.2,2026-06-03,2026-06-08,ANAND TRAVELS(amds)
manglore,banglore,700,30,2.9,2026-06-03,2026-06-08,ANAND TRAVELS(amds)
manglore,banglore,3999,30,3.7,2026-06-03,2026-06-08,Deepika Tours And Travels
manglore,banglore,1000,32,3.4,2026-06-03,2026-06-08,Shreeshail Travels
manglore,banglore,1900,15,2.2,2026-06-03,2026-06-08,Ayyappa Travels
manglore,banglore,6999,32,3.6,2026-06-03,2026-06-08,TPS Travels
manglore,banglore,2999,44,3.4,2026-06-03,2026-06-08,Aradhana Holidays
manglore,banglore,6000,33,2.2,2026-06-03,2026-06-08,PVS Travels (Mumbai)
manglore,banglore,3000,30,3.2,2026-06-03,2026-06-08,Metro Bus
manglore,banglore,3000,30,3.2,2026-06-03,2026-06-08,Metro Bus
manglore,banglore,1500,13,0.0,2026-06-03,2026-06-08,Pragati Motors
manglore,banglore,1500,15,0.0,2026-06-03,2026-06-08,Pragati Motors
manglore,banglore,1500,20,0.0,2026-06-03,2026-06-08,Pragati Motors
manglore,banglore,2000,11,2.8,2026-06-03,2026-06-08,Abhiman Tours & Travels
manglore,banglore,2000,19,2.8,2026-06-03,2026-06-08,Abhiman Tours & Travels
manglore,banglore,3000,30,3.4,2026-06-03,2026-06-08,Metro Bus
manglore,banglore,3000,30,3.4,2026-06-03,2026-06-08,Metro Bus
